IDX,NORMAN_SusDat_ID,DTXSID,concentration_value,concentration_unit,time_point,IDX_l,station_water_combined,lat,lon,station_name_n,country,water_body_name_n,river_basin_name_n,COORDS,EARTH,EUROPE,MARINE,DETECTED,AGGREGATED,DTXSID_AVAILABLE
138418,NS00001710,DTXSID6041684,0,mg/l,2008-11-24T00:00:00Z,1220,la durdent a paluel_NA,476910,2538500,la durdent a paluel,France,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE
730143,NS00000253,DTXSID4024018,0,mg/l,2010-01-28T00:00:00Z,2056,coudevillesurmer 1_le ruisseau du boscq,48.8506173347222,1.51895066,coudevillesurmer 1,France,le ruisseau du boscq,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
397577,NS00009297,DTXSID7041883,3.00000002607703E-06,mg/l,2010-12-06T00:00:00Z,1541,droyes 1_la heronne,48.5233177963889,4.74802671916667,droyes 1,France,la heronne,seine normandie,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1007939,NS00000236,DTXSID0023901,5.20000010728836E-05,mg/l,2011-01-18T00:00:00Z,2140,fereentardenois 1_lourcq,49.1999182316667,3.49762846305556,fereentardenois 1,France,lourcq,seine normandie,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
716764,NS00000258,DTXSID4027608,0,mg/l,2010-10-19T00:00:00Z,2036,carville 1_la souleuvre,48.9253168583333,0.884732506111111,carville 1,France,la vire,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
909796,NS00004774,DTXSID4020450,0,mg/l,2011-07-06T00:00:00Z,2111,vaugrigneuse 1_la predecelle,48.5891862130556,2.11190318416667,vaugrigneuse 1,France,la predecelle,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
704893,NS00000180,DTXSID8034324,0,mg/l,2010-06-09T00:00:00Z,2017,louvigny 1_lorne,49.1522184338889,0.382502013333333,louvigny 1,France,lorne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
71715,NS00000223,DTXSID6023157,0.00001,mg/l,2004-10-25T00:00:00Z,977,andijk rhine rhine nl_rhine,NA,NA,andijk rhine rhine nl,Netherlands,rhine,rhine,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
758241,NS00010269,DTXSID4024272,0,mg/l,2011-05-24T00:00:00Z,1516,montreuilsurbarse 1_la barse,48.2271304569444,4.29717780972222,montreuilsurbarse 1,France,la barse,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
710278,NS00000248,DTXSID4022448,0,mg/l,2010-12-14T00:00:00Z,2025,laizelaville 2_la laize,49.0849092305556,0.379149813888889,laizelaville 2,France,la laize,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
285930,NS00000528,DTXSID7021100,0,mg/l,2006-06-26T00:00:00Z,1493,brakel m845_maas,NA,NA,brakel m845,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
647217,NS00000253,DTXSID4024018,0,mg/l,2010-03-01T00:00:00Z,1930,lery 1_leure,49.2873471038889,1.20955802472222,lery 1,France,leure,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
418122,NS00009484,DTXSID6024254,0,mg/l,2010-09-06T00:00:00Z,1574,montignysurarmancon 1_larmancon,47.4312306505556,4.37156234944444,montignysurarmancon 1,France,larmancon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
428700,NS00000277,DTXSID9024194,0,mg/l,2010-11-03T00:00:00Z,1591,oncysurecole 1_lecole,48.3869948161111,2.47944449833333,oncysurecole 1,France,lecole,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
789561,NS00001590,DTXSID6023991,0,mg/l,2011-02-22T00:00:00Z,1538,baudement 1_laube,48.5732101536111,3.77746751277778,baudement 1,France,laube,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
450821,NS00000237,DTXSID4032376,0,mg/l,2010-11-03T00:00:00Z,1628,savignysurorge 1_lorge,48.6709000097222,2.35507050361111,savignysurorge 1,France,lorge,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
110695,NS00005486,DTXSID4058601,0,mg/l,2008-03-27T00:00:00Z,1101,vn luborec_vn luborec,48.2889029984,19.5181108369,vn luborec,Slovakia,vn luborec,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
904664,NS00007985,DTXSID8024236,0,mg/l,2011-08-02T00:00:00Z,1625,sermaise 2_lorge,48.5388943755556,2.07981713777778,sermaise 2,France,lorge,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
861824,NS00000706,DTXSID6024206,0,mg/l,2011-04-13T00:00:00Z,1589,molinons 1_la vanne,48.2321775563889,3.53640122027778,molinons 1,France,la vanne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
812961,NS00098479,DTXSID3024235,0,mg/l,2011-07-07T00:00:00Z,2085,saintgeorgessurbaulche 2_le ru de baulche,47.8092453605556,3.51996408555556,saintgeorgessurbaulche 2,France,le ru de baulche,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
503279,NS00001502,DTXSID0024761,0,mg/l,2010-09-23T00:00:00Z,1711,coolus 1_la coole,48.9274801563889,4.35506419444444,coolus 1,France,la coole,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
306887,NS00000487,DTXSID5020449,0,mg/l,2008-09-23T00:00:00Z,1495,heel m690_maas,NA,NA,heel m690,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
808589,NS00000248,DTXSID4022448,0,mg/l,2011-06-08T00:00:00Z,2082,andryes 1_la riviere de druyes,47.535389715,3.45311279305556,andryes 1,France,la rivire de druyes,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
152511,NS00000310,DTXSID8037594,0,mg/l,2008-05-28T00:00:00Z,1275,morgon a gleize_NA,783380,2112345,morgon a gleize,France,morgon,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
170822,NS00000457,DTXSID4024145,0,mg/l,2008-08-26T00:00:00Z,1342,rhone a aramon_NA,790203,1880217,rhone a aramon 790203:1880217,France,rhone,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
902569,NS00108173,DTXSID1023998,0,mg/l,2011-12-05T00:00:00Z,1623,ballancourtsuressonne 3_lessonne,48.5374147830556,2.37327950416667,ballancourtsuressonne 3,France,lessonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
189592,NS00008890,DTXSID1024126,0,mg/l,2000-09-19T00:00:00Z,1451,barbierbeek jachtbeek_NA,146166,204906,barbierbeek jachtbeek,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
740052,NS00008169,DTXSID4024193,0,mg/l,2011-10-24T00:00:00Z,1503,nodsurseine 1_la seine,47.7641944605556,4.57098584888889,nodsurseine 1,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
64852,NS00075580,DTXSID8022377,0,mg/l,2007-05-07T00:00:00Z,977,andijk rhine rhine nl_rhine,NA,NA,andijk rhine rhine nl,Netherlands,rhine,rhine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
803835,NS00008448,DTXSID3024239,0,mg/l,2011-09-13T00:00:00Z,1550,amazy 1_lyonne,47.3809884722222,3.61231440361111,amazy 1,France,lyonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
782471,NS00004912,DTXSID1020439,0,mg/l,2011-04-06T00:00:00Z,1533,vinets 1_laube,48.5303735880556,4.2343752175,vinets 1,France,laube,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
425374,NS00010861,DTXSID9020295,0,mg/l,2010-07-06T00:00:00Z,1586,champvallon 1_le tholon,47.9383344013889,3.35502047388889,champvallon 1,France,le tholon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
934822,NS00000708,DTXSID1042364,0,mg/l,2011-06-06T00:00:00Z,1657,conflanssaintehonorine 1_la seine,48.9886387244444,2.08290023472222,conflanssaintehonorine 1,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1032175,NS00009634,DTXSID8040278,0,mg/l,2011-11-15T00:00:00Z,2151,armentieressurourcq 1_le ru garnier,49.1831450291667,3.38387957,armentieressurourcq 1,France,le ru garnier,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
221153,NS00004912,DTXSID1020439,0.00022,mg/l,2003-10-21T00:00:00Z,1411,grote spierebeek fabrieksbeek bondillebeek_NA,77837,157988,grote spierebeek fabrieksbeek bondillebeek,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
909013,NS00010883,DTXSID0024266,0,mg/l,2011-05-04T00:00:00Z,2110,saintcyrsousdourdan 1_la remarde,48.5690612558333,2.03328637916667,saintcyrsousdourdan 1,France,la remarde,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
390721,NS00000529,DTXSID7024245,0,mg/l,2010-06-07T00:00:00Z,1531,epagne 1_laube,48.3917891586111,4.46143273305556,epagne 1,France,laube,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
870118,NS00098478,DTXSID6024175,0,mg/l,2011-10-17T00:00:00Z,1596,nangis 2_le ru de courtenain,48.5327141772222,2.98224293638889,nangis 2,France,le ru de courtenain,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
861949,NS00001502,DTXSID0024761,0,mg/l,2011-05-11T00:00:00Z,1589,molinons 1_la vanne,48.2321775563889,3.53640122027778,molinons 1,France,la vanne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
608413,NS00006349,DTXSID1024122,8.39999988675117E-05,mg/l,2010-05-20T00:00:00Z,1869,lachapelleauxpots 1_lavelon,49.4323317633333,1.9366953675,lachapelleauxpots 1,France,lavelon,seine normandie,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
982289,NS00000148,DTXSID3052725,0,mg/l,2011-10-05T00:00:00Z,1700,vitryenperthois 1_la saulx,48.7456726261111,4.62581992833333,vitryenperthois 1,France,la saulx,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
567382,NS00002157,DTXSID5021544,0,mg/l,2010-08-18T00:00:00Z,1807,royaucourtetchailvet 1_lardon,49.5014535813889,3.53797142888889,royaucourtetchailvet 1,France,lardon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
359554,NS00007769,DTXSID5021386,0,mg/l,2007-10-23T00:00:00Z,1500,stellendam m876_NA,51.809722,4.077778,stellendam m876,Netherlands,haringvliet west,rhine,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
237214,NS00009273,DTXSID8022111,0,mg/l,2003-03-04T00:00:00Z,1458,groot schijn hoofdgracht_NA,148268,221719,groot schijn hoofdgracht,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
732636,NS00000180,DTXSID8034324,0,mg/l,2010-04-15T00:00:00Z,2059,romagny 1_la cance,48.6212327508333,0.941232585277778,romagny 1,France,la cance,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
225839,NS00000251,DTXSID8052853,0,mg/l,2004-06-14T00:00:00Z,1458,groot schijn hoofdgracht_NA,148268,221719,groot schijn hoofdgracht,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
181639,NS00000384,DTXSID7020479,0,mg/l,2008-10-06T00:00:00Z,1384,le ru de la vallee du roi a vetheuil_NA,553560,2452000,le ru de la vallee du roi a vetheuil,France,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE
987928,NS00009638,DTXSID3030056,0,mg/l,2011-04-14T00:00:00Z,1710,alliancelles 1_lornain,48.7996329463889,4.88751158055556,alliancelles 1,France,lornain,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
458400,NS00010414,DTXSID1021871,0,mg/l,2010-11-02T00:00:00Z,1641,soignollesenbrie 1_lyerres,48.6529927322222,2.69356607694444,soignollesenbrie 1,France,lyerres,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
207508,NS00010882,DTXSID2024086,0,mg/l,2002-10-08T00:00:00Z,1420,NA_nete,207119,214815,NA,NA,nete,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
732551,NS00008096,DTXSID7021360,0,mg/l,2010-03-26T00:00:00Z,2059,romagny 1_la cance,48.6212327508333,0.941232585277778,romagny 1,France,la cance,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
99940,NS00008096,DTXSID7021360,0,mg/l,2009-07-14T00:00:00Z,996,biely potok revuca rkm 101 danube sk_revuca,49.0125832688,19.2932777631,biely potok revuca rkm 101 danube sk,Slovakia,revuca,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1032556,NS00000383,DTXSID1023990,0,mg/l,2011-07-26T00:00:00Z,1743,oulchylechateau 2_le ru de chaudailly,49.1972125205556,3.3613066425,oulchylechateau 2,France,le ru de chaudailly,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
696601,NS00003145,DTXSID1020855,0,mg/l,2010-03-18T00:00:00Z,2006,cricquevilleenauge 1_lancre,49.2371776088889,0.0720554327777778,cricquevilleenauge 1,France,lancre,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
577994,NS00000560,DTXSID2020420,0,mg/l,2010-06-07T00:00:00Z,1824,servonmelzicourt 1_laisne,49.2125589794444,4.83236711083333,servonmelzicourt 1,France,laisne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
17828,NS00002192,DTXSID5032365,0,mg/l,2001-07-18T00:00:00Z,649,skjern a gjaldbaek bro_skjern a,47.6923,61.99423,skjern a gjaldbaek bro,Denmark,skjern a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
967362,NS00009161,DTXSID5037498,0,mg/l,2011-07-18T00:00:00Z,2127,rolampont 1_la coudre,47.9348408127778,5.32879801111111,rolampont 1,France,la coudre,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
589049,NS00004799,DTXSID5021380,0,mg/l,2010-10-13T00:00:00Z,1840,ambleny 1_le ru de retz,49.3799664394444,3.188885795,ambleny 1,France,le ru de retz,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
695212,NS00008837,DTXSID4041494,0,mg/l,2010-04-22T00:00:00Z,2004,moult 1_la muance,49.1112014697222,0.152864178055556,moult 1,France,la muance,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
997711,NS00010810,DTXSID3020095,0,mg/l,2011-11-16T00:00:00Z,2137,pierry 1_le darcy,49.0104277786111,3.94721708972222,pierry 1,France,le darcy,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
82986,NS00004478,DTXSID1058680,0,mg/l,2009-04-02T00:00:00Z,1040,mnisek pod_hnilec,48.7996666626,20.7908888276,mnisek pod,Slovakia,hnilec,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
481492,NS00000083,DTXSID0039223,0,mg/l,2010-01-20T00:00:00Z,1681,frignicourt 1_la marne,48.7006511836111,4.58742458638889,frignicourt 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
521733,NS00001502,DTXSID0024761,0,mg/l,2010-07-05T00:00:00Z,1739,coizardjoches 1_le ruisseau de cubersault,48.8277608255556,3.85953554333333,coizardjoches 1,France,le ruisseau de cubersault,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
661840,NS00010251,DTXSID4020161,0,mg/l,2010-01-25T00:00:00Z,1954,bolbec 1_le commerce,49.5773797608333,0.4973968675,bolbec 1,France,le commerce,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
743835,NS00000701,DTXSID0024000,0,mg/l,2011-03-22T00:00:00Z,1506,merreysurarce 1_larce,48.0979486655556,4.38922505055556,merreysurarce 1,France,larce,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
365994,NS00010496,DTXSID0020523,0,mg/l,2000-11-28T00:00:00Z,1501,tailfer m520_NA,50.382778,4.870278,tailfer m520,Netherlands,meuse,meuse,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
605849,NS00010438,DTXSID8034580,0,mg/l,2010-11-15T00:00:00Z,1864,valescourt 1_larre,49.4836576338889,2.44012847055556,valescourt 1,France,larre,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
309559,NS00005620,DTXSID8020250,0,mg/l,2009-06-24T00:00:00Z,1495,heel m690_maas,NA,NA,heel m690,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
189896,NS00008168,DTXSID3020679,0,mg/l,2002-12-03T00:00:00Z,1403,NA_benedenschelde,143268,229557,NA,NA,schelde,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
845514,NS00000481,DTXSID1023869,0,mg/l,2011-10-10T00:00:00Z,2096,tronchoy 1_larmancon,47.9131958744444,3.93882216583333,tronchoy 1,France,larmancon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
754014,NS00000276,DTXSID3024318,0,mg/l,2011-11-21T00:00:00Z,2072,terrefondree 1_la groeme,47.7289862625,4.86475750083333,terrefondree 1,France,la grome,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
225459,NS00000251,DTXSID8052853,0,mg/l,2004-04-29T00:00:00Z,1444,mol neet molnete_NA,194433,204368,mol neet molnete,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
903205,NS00010410,DTXSID7047568,0,mg/l,2011-07-07T00:00:00Z,1624,corbeilessonnes 4_lessonne,48.6120846955556,2.48110015916667,corbeilessonnes 4,France,lessonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
623095,NS00010095,DTXSID2021781,0,mg/l,2010-02-15T00:00:00Z,1888,dampierreenbray 2_la rivire de mesangueville,49.5330339577778,1.68672692222222,dampierreenbray 2,France,la rivire de mesangueville,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
168625,NS00004723,DTXSID5037490,0,mg/l,2008-08-19T00:00:00Z,1335,durance a embrun_NA,931017,1959392,durance a embrun 931017:1959392,France,durance,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
866113,NS00008096,DTXSID7021360,0,mg/l,2011-02-14T00:00:00Z,1593,saintfargeauponthierry 1_la seine,48.5375141402778,2.54786212277778,saintfargeauponthierry 1,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
489781,NS00008490,DTXSID5037494,2.5000000372529E-05,mg/l,2010-10-19T00:00:00Z,1692,le buisson 1_la saulx,48.7659989405556,4.74655998111111,le buisson 1,France,la saulx,seine normandie,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
307100,NS00000246,DTXSID4022020,0,mg/l,2005-09-28T00:00:00Z,1495,heel m690_maas,NA,NA,heel m690,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
133729,NS00003145,DTXSID1020855,0,mg/l,2007-06-21T00:00:00Z,1194,kyprovasa_syrgatis,NA,NA,kyprovasa,Cyprus,syrgatis,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
127412,NS00000069,DTXSID0034518,0,mg/l,2008-06-17T00:00:00Z,1036,male trakany_tisa,NA,NA,male trakany,Slovakia,tisa,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1033058,NS00000378,DTXSID3021196,0,mg/l,2011-02-14T00:00:00Z,1744,vichelnanteuil 1_lourcq,49.1871691511111,3.26891416722222,vichelnanteuil 1,France,lourcq,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
493583,NS00000249,DTXSID4058156,0,mg/l,2010-11-22T00:00:00Z,1698,stainville 1_la saulx,48.6552136516667,5.18808731222222,stainville 1,France,la saulx,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
260387,NS00000247,DTXSID0020442,0,mg/l,2004-09-21T00:00:00Z,1451,barbierbeek jachtbeek_NA,146166,204906,barbierbeek jachtbeek,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
492671,NS00000247,DTXSID0020442,0,mg/l,2010-09-21T00:00:00Z,1697,rancourtsurornain 1_le fosse payen,48.8222771647222,4.89824958472222,rancourtsurornain 1,France,le fosse payen,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
973547,NS00114175,NA,0,mg/l,2011-01-12T00:00:00Z,2128,nettancourt 1_la chee,48.8739142263889,4.94581715916667,nettancourt 1,France,la chee,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
663897,NS00008837,DTXSID4041494,0,mg/l,2010-09-28T00:00:00Z,1957,monchauxsoreng 1_la bresle,49.9484104841667,1.59538165444444,monchauxsoreng 1,France,la bresle,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
859918,NS00044159,DTXSID4022153,0,mg/l,2011-12-14T00:00:00Z,1587,estissac 1_lancre,48.2498209719444,3.82175334333333,estissac 1,France,lancre,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
703246,NS00098478,DTXSID6024175,0,mg/l,2010-12-15T00:00:00Z,2015,serans 1_lorne,48.7412001083333,0.173816283055556,serans 1,France,lorne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
8700,NS00000253,DTXSID4024018,0,mg/l,2005-07-19T00:00:00Z,602,tarv 14 tarvasjoen kk_river tarvasjoki,60.5837,22.7387,tarv 14 tarvasjoen kk,Finland,NA,NA,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
877615,NS00005373,DTXSID9029221,0,mg/l,2011-06-07T00:00:00Z,2107,chalettesurloing 1_le solin,48.0252705616667,2.71938671444444,chalettesurloing 1,France,le solin,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
316704,NS00000243,DTXSID4024195,0,mg/l,2008-11-18T00:00:00Z,1495,heel m690_maas,NA,NA,heel m690,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
214108,NS00001649,DTXSID2032683,0,mg/l,2003-11-03T00:00:00Z,1448,maanhoevebeek baanveldenloop bisschophoefloop_NA,159300,192570,maanhoevebeek baanveldenloop bisschophoefloop,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
476027,NS00010861,DTXSID9020295,0,mg/l,2010-11-09T00:00:00Z,1672,vecqueville 1_la marne,48.4594308344444,5.14029596027778,vecqueville 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
45717,NS00000487,DTXSID5020449,0,mg/l,2010-01-13T00:00:00Z,975,nieuwegein 950_rhine,NA,NA,nieuwegein 950,Netherlands,rhine,rhine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
681942,NS00010721,DTXSID5023902,0,mg/l,2010-08-10T00:00:00Z,1985,ferrieressainthilaire 1_la charentonne,49.0160324141667,0.553416838611111,ferrieressainthilaire 1,France,la charentonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
680200,NS00000487,DTXSID5020449,0,mg/l,2010-10-12T00:00:00Z,1982,pontaudemer 2_la risle,49.3699729755556,0.479479840277778,pontaudemer 2,France,la risle,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
664681,NS00000261,DTXSID0037495,0,mg/l,2010-09-28T00:00:00Z,1959,longroy 1_la bresle,49.9904024469444,1.53869399055556,longroy 1,France,la bresle,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
825749,NS00001476,DTXSID3052692,0,mg/l,2011-11-16T00:00:00Z,1563,marignyleglise 1_la cure,47.3540729516667,3.96381411222222,marignyleglise 1,France,la cure,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
473998,NS00008307,DTXSID3020833,0,mg/l,2010-04-29T00:00:00Z,1667,faverolles 1_le ruisseau du poisel,47.9531122972222,5.19748590861111,faverolles 1,France,le ruisseau du poisel,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
372287,NS00010822,DTXSID1020431,0,mg/l,2010-08-10T00:00:00Z,1505,balnotsurlaignes 1_la laignes,48.032352115,4.37497110527778,balnotsurlaignes 1,France,la laignes,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
274689,NS00010265,DTXSID4024729,0.00002,mg/l,2010-12-13T00:00:00Z,1493,brakel m845_maas,NA,NA,brakel m845,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
309539,NS00005620,DTXSID8020250,0,mg/l,2009-04-22T00:00:00Z,1495,heel m690_maas,NA,NA,heel m690,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
97408,NS00008490,DTXSID5037494,0,mg/l,2009-05-04T00:00:00Z,1085,vazec_biely vah,49.0577090251,19.9714884443,vazec,Slovakia,biely vah,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
872782,NS00010822,DTXSID1020431,0,mg/l,2011-04-19T00:00:00Z,1600,melun 1_lalmont,48.5475596872222,2.67342587611111,melun 1,France,lalmont,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
282691,NS00000276,DTXSID3024318,0,mg/l,2009-10-05T00:00:00Z,1493,brakel m845_maas,NA,NA,brakel m845,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
685605,NS00000247,DTXSID0020442,0,mg/l,2010-06-23T00:00:00Z,1991,saintmartindelalieue 1_la touques,49.1053166713889,0.216533093055556,saintmartindelalieue 1,France,la touques,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
855811,NS00000560,DTXSID2020420,0,mg/l,2011-02-07T00:00:00Z,2102,vanlay 1_le landion,48.0301018527778,4.01297129166667,vanlay 1,France,le landion,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
711675,NS00000276,DTXSID3024318,0,mg/l,2010-03-01T00:00:00Z,2028,reviers 1_la mue,49.2955624938889,0.465179903055556,reviers 1,France,la mue,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
435189,NS00000276,DTXSID3024318,0,mg/l,2010-09-07T00:00:00Z,1603,chalettesurloing 2_le loing,48.0349999177778,2.73158528194444,chalettesurloing 2,France,le loing,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
